ticket_id,department_id,request_type,priority,opened_date,closed_date,sla_target_days,status
T000396,D006,Onboarding,Low,2025-08-04,2025-08-09,7,Closed
T000397,D003,Onboarding,Low,2024-10-09,2024-10-11,7,Closed
T000398,D004,System Support,Medium,2025-08-01,2025-08-02,5,Closed
T000399,D011,Vendor Request,Low,2026-03-18,2026-03-22,7,Closed
T000400,D004,Onboarding,Critical,2024-10-13,2024-10-18,1,Closed
T000401,D012,System Support,Medium,2024-07-05,2024-07-10,5,Closed
T000402,D001,Vendor Request,High,2025-04-11,2025-04-12,3,Closed
T000403,D001,IT Access,Low,2026-05-05,2026-05-07,7,Closed
T000404,D003,Benefits Question,Low,2025-12-15,2025-12-16,7,Closed
T000405,D010,Payroll Issue,High,2026-05-26,2026-05-29,3,Closed
T000406,D007,Vendor Request,Critical,2024-12-05,2024-12-07,1,Closed
T000407,D011,Vendor Request,Critical,2025-08-14,2025-08-16,1,Closed
T000408,D006,IT Access,Critical,2025-10-31,2025-11-04,1,Closed
T000409,D009,IT Access,Low,2025-06-01,2025-06-11,7,Closed
T000410,D001,System Support,Low,2024-07-24,,7,In Progress
T000411,D006,Onboarding,Low,2026-01-29,2026-02-03,7,Closed
T000412,D011,Benefits Question,Low,2025-09-18,2025-09-22,7,Closed
T000413,D005,Vendor Request,Critical,2025-02-19,2025-02-23,1,Closed
T000414,D007,System Support,Low,2025-08-30,2025-09-03,7,Closed
T000415,D008,Payroll Issue,Medium,2025-10-19,2025-10-24,5,Closed
T000416,D003,System Support,Critical,2025-07-12,2025-07-16,1,Closed
T000417,D009,Benefits Question,Medium,2025-09-07,,5,In Progress
T000418,D005,System Support,High,2024-11-07,2024-11-09,3,Closed
T000419,D001,Onboarding,Medium,2025-08-09,2025-08-13,5,Closed
T000420,D001,IT Access,Critical,2025-01-09,2025-01-18,1,Closed
T000421,D009,IT Access,High,2026-03-30,,3,Open
T000422,D012,System Support,High,2026-04-11,,3,Open
T000423,D004,Vendor Request,Medium,2025-06-07,,5,In Progress
T000424,D003,Payroll Issue,Medium,2025-05-22,2025-05-22,5,Closed
T000425,D010,Benefits Question,Medium,2025-09-04,2025-09-07,5,Closed
T000426,D002,Payroll Issue,Low,2025-07-26,2025-07-30,7,Closed
T000427,D009,Vendor Request,Low,2024-11-11,2024-11-14,7,Closed
T000428,D005,System Support,Low,2024-11-21,2024-11-24,7,Closed
T000429,D005,IT Access,Medium,2025-10-30,2025-11-10,5,Closed
T000430,D008,Benefits Question,High,2025-09-25,2025-09-28,3,Closed
T000431,D003,System Support,Medium,2026-03-15,2026-03-19,5,Closed
T000432,D002,Benefits Question,Low,2026-04-02,2026-04-06,7,Closed
T000433,D004,Benefits Question,Critical,2024-12-15,2024-12-19,1,Closed
T000434,D008,Benefits Question,High,2024-12-07,2024-12-11,3,Closed
T000435,D012,Onboarding,Medium,2025-08-20,2025-08-28,5,Closed
T000436,D010,Benefits Question,High,2024-10-26,2024-10-29,3,Closed
T000437,D007,Payroll Issue,Low,2024-12-14,2024-12-17,7,Closed
T000438,D006,Payroll Issue,Medium,2026-05-29,2026-06-04,5,Closed
T000439,D012,System Support,Critical,2024-09-11,2024-09-13,1,Closed
T000440,D005,Benefits Question,Medium,2025-05-01,,5,In Progress
T000441,D011,System Support,High,2025-12-14,,3,In Progress
T000442,D008,Vendor Request,Critical,2025-07-18,2025-07-21,1,Closed
T000443,D006,Benefits Question,Critical,2025-05-03,,1,In Progress
T000444,D009,IT Access,Medium,2025-01-18,2025-01-26,5,Closed
T000445,D002,Benefits Question,Medium,2024-11-08,,5,In Progress
T000446,D009,Payroll Issue,High,2026-05-02,2026-05-05,3,Closed
T000447,D012,System Support,Low,2025-06-25,,7,Open
T000448,D012,IT Access,Low,2024-09-11,,7,Open
T000449,D011,IT Access,Critical,2026-03-25,,1,In Progress
T000450,D004,IT Access,High,2024-06-20,2024-06-28,3,Closed
T000451,D009,Vendor Request,Medium,2025-07-21,2025-07-24,5,Closed
T000452,D006,Vendor Request,Medium,2024-09-10,,5,Open
T000453,D010,System Support,High,2024-07-29,2024-07-29,3,Closed
T000454,D003,Vendor Request,Low,2024-11-21,2024-11-28,7,Closed
T000455,D007,Benefits Question,Low,2025-10-03,2025-10-05,7,Closed
T000456,D011,Payroll Issue,Medium,2024-11-30,,5,Open
T000457,D009,Payroll Issue,Critical,2024-07-12,2024-07-14,1,Closed
T000458,D003,Payroll Issue,Medium,2026-05-07,2026-05-09,5,Closed
T000459,D012,System Support,Critical,2024-10-31,2024-11-01,1,Closed
T000460,D006,IT Access,Medium,2025-06-02,2025-06-09,5,Closed
T000461,D004,IT Access,High,2025-08-23,,3,In Progress
T000462,D004,IT Access,Medium,2026-01-05,2026-01-12,5,Closed
T000463,D006,Vendor Request,Critical,2024-10-13,2024-10-16,1,Closed
T000464,D008,IT Access,Low,2026-03-17,,7,Open
T000465,D002,System Support,High,2025-04-04,2025-04-06,3,Closed
T000466,D012,Benefits Question,Medium,2025-10-09,2025-10-11,5,Closed
T000467,D007,System Support,Critical,2025-08-07,2025-08-10,1,Closed
T000468,D006,Onboarding,Low,2025-06-16,,7,In Progress
T000469,D005,Vendor Request,Medium,2025-05-03,2025-05-05,5,Closed
T000470,D009,Vendor Request,High,2025-11-06,,3,Open
T000471,D006,Vendor Request,Critical,2025-03-29,2025-04-01,1,Closed
T000472,D010,IT Access,Medium,2025-05-18,2025-05-23,5,Closed
T000473,D003,Payroll Issue,Low,2024-07-22,,7,In Progress
T000474,D009,System Support,High,2024-11-05,,3,Open
T000475,D004,Payroll Issue,Medium,2025-02-04,2025-02-06,5,Closed
T000476,D003,Benefits Question,Low,2026-01-06,2026-01-09,7,Closed
T000477,D011,Payroll Issue,Critical,2025-11-09,2025-11-14,1,Closed
T000478,D006,System Support,Low,2026-01-24,2026-01-27,7,Closed
T000479,D008,System Support,Critical,2025-05-26,2025-06-02,1,Closed
T000480,D008,Payroll Issue,Medium,2026-03-26,,5,Open
T000481,D011,Vendor Request,Low,2025-03-01,2025-03-04,7,Closed
T000482,D004,IT Access,Medium,2025-12-10,2025-12-18,5,Closed
T000483,D010,Payroll Issue,Medium,2024-09-09,2024-09-11,5,Closed
T000484,D011,Onboarding,Low,2024-07-10,2024-07-18,7,Closed
T000485,D003,IT Access,Medium,2025-10-09,2025-10-14,5,Closed
T000486,D003,Onboarding,Critical,2025-03-23,2025-04-02,1,Closed
T000487,D010,System Support,Low,2024-09-10,2024-09-13,7,Closed
T000488,D012,System Support,High,2024-09-07,2024-09-10,3,Closed
T000489,D002,Payroll Issue,Critical,2025-09-23,2025-09-28,1,Closed
T000490,D010,Vendor Request,Critical,2025-12-13,2025-12-14,1,Closed
T000491,D003,Payroll Issue,Critical,2025-12-25,,1,Open
T000492,D010,Payroll Issue,Medium,2024-11-22,2024-11-25,5,Closed
T000493,D010,System Support,High,2026-01-25,2026-01-27,3,Closed
T000494,D003,System Support,High,2025-09-29,2025-10-03,3,Closed
T000495,D008,Onboarding,Low,2025-01-12,2025-01-17,7,Closed
T000496,D007,Vendor Request,Medium,2025-12-13,2025-12-19,5,Closed
T000497,D002,IT Access,Medium,2025-01-03,2025-01-13,5,Closed
T000498,D009,System Support,Critical,2025-03-31,2025-04-02,1,Closed
T000499,D003,Onboarding,Low,2026-03-01,2026-03-07,7,Closed
T000500,D008,Onboarding,Low,2025-08-26,2025-09-01,7,Closed
T000501,D009,IT Access,Low,2025-05-11,2025-05-16,7,Closed
T000502,D011,Payroll Issue,Low,2026-03-16,2026-03-19,7,Closed
T000503,D011,System Support,Critical,2024-07-21,2024-07-27,1,Closed
T000504,D009,Vendor Request,High,2026-03-12,,3,Open
T000505,D001,System Support,Critical,2025-10-28,2025-10-30,1,Closed
T000506,D004,Vendor Request,Critical,2025-03-02,2025-03-03,1,Closed
T000507,D006,Onboarding,Low,2025-06-15,2025-06-22,7,Closed
T000508,D003,Benefits Question,Critical,2026-04-05,2026-04-09,1,Closed
T000509,D004,IT Access,High,2026-05-23,2026-06-02,3,Closed
T000510,D009,Vendor Request,High,2024-12-24,2024-12-28,3,Closed
T000511,D004,IT Access,Low,2025-02-28,2025-03-09,7,Closed
T000512,D009,IT Access,Low,2025-01-15,2025-01-23,7,Closed
T000513,D011,Payroll Issue,High,2025-07-22,2025-07-24,3,Closed
T000514,D007,Benefits Question,Low,2025-06-16,2025-06-20,7,Closed
T000515,D003,Vendor Request,High,2025-11-11,2025-11-19,3,Closed
T000516,D005,Onboarding,Critical,2026-05-22,2026-05-29,1,Closed
T000517,D006,Onboarding,High,2024-09-14,,3,Open
T000518,D004,Vendor Request,Critical,2026-01-05,,1,In Progress
T000519,D003,Benefits Question,Critical,2025-09-22,2025-09-25,1,Closed
T000520,D005,Benefits Question,High,2024-06-04,2024-06-09,3,Closed
T000521,D012,Vendor Request,Medium,2025-08-14,2025-08-18,5,Closed
T000522,D011,IT Access,Medium,2024-11-14,2024-11-22,5,Closed
T000523,D012,Payroll Issue,Low,2024-07-07,2024-07-11,7,Closed
T000524,D004,Onboarding,Critical,2025-04-03,2025-04-06,1,Closed
T000525,D009,Onboarding,Low,2025-12-29,2026-01-04,7,Closed
T000526,D007,System Support,Low,2025-09-27,2025-09-27,7,Closed
T000527,D002,Payroll Issue,Critical,2026-04-01,2026-04-04,1,Closed
T000528,D010,Vendor Request,Low,2024-07-24,,7,In Progress
T000529,D002,Benefits Question,Medium,2025-01-24,2025-01-25,5,Closed
T000530,D006,IT Access,Low,2025-12-05,2025-12-14,7,Closed
T000531,D007,Onboarding,High,2025-06-10,2025-06-16,3,Closed
T000532,D001,Payroll Issue,Critical,2024-09-08,2024-09-13,1,Closed
T000533,D008,IT Access,Medium,2026-05-03,2026-05-11,5,Closed
T000534,D005,Payroll Issue,Low,2025-04-24,2025-04-28,7,Closed
T000535,D010,Onboarding,Medium,2025-05-31,2025-06-07,5,Closed
T000536,D003,System Support,Low,2025-05-10,2025-05-14,7,Closed
T000537,D006,Payroll Issue,Low,2024-09-10,2024-09-13,7,Closed
T000538,D003,IT Access,High,2026-04-02,,3,Open
T000539,D006,System Support,Critical,2025-10-22,,1,Open
T000540,D007,Onboarding,Medium,2025-04-27,2025-05-03,5,Closed
T000541,D001,System Support,Low,2025-06-17,2025-06-19,7,Closed
T000542,D002,Onboarding,High,2026-01-23,2026-01-31,3,Closed
T000543,D010,Benefits Question,High,2024-12-18,2024-12-19,3,Closed
T000544,D005,Payroll Issue,Medium,2026-02-19,,5,Open
T000545,D008,Vendor Request,Low,2025-02-04,,7,In Progress
T000546,D005,Payroll Issue,Critical,2025-11-01,2025-11-04,1,Closed
T000547,D009,IT Access,Low,2025-06-05,2025-06-13,7,Closed
T000548,D005,Benefits Question,Low,2025-03-31,2025-04-03,7,Closed
T000549,D009,Benefits Question,High,2025-11-11,2025-11-14,3,Closed
T000550,D012,Vendor Request,Critical,2025-08-16,,1,Open
T000551,D010,Vendor Request,Medium,2026-03-29,2026-04-01,5,Closed
T000552,D006,Vendor Request,Critical,2025-03-30,2025-03-30,1,Closed
T000553,D010,IT Access,Critical,2024-10-12,2024-10-18,1,Closed
T000554,D005,IT Access,Critical,2026-02-22,2026-02-24,1,Closed
T000555,D011,System Support,Medium,2025-08-25,,5,In Progress
T000556,D006,Vendor Request,High,2024-12-15,2024-12-19,3,Closed
T000557,D009,Onboarding,Low,2024-07-27,2024-08-03,7,Closed
T000558,D004,Benefits Question,Low,2026-01-24,,7,In Progress
T000559,D007,System Support,High,2026-04-27,2026-04-29,3,Closed
T000560,D002,Onboarding,Medium,2025-04-20,2025-04-29,5,Closed
T000561,D006,Benefits Question,Medium,2025-01-05,2025-01-09,5,Closed
T000562,D010,Benefits Question,Medium,2024-08-08,2024-08-12,5,Closed
T000563,D012,System Support,Medium,2024-11-12,2024-11-13,5,Closed
T000564,D008,System Support,Medium,2025-09-24,2025-09-27,5,Closed
T000565,D004,System Support,Medium,2025-10-29,,5,In Progress
T000566,D005,Payroll Issue,Medium,2025-11-04,2025-11-08,5,Closed
T000567,D004,Payroll Issue,High,2025-12-13,2025-12-19,3,Closed
T000568,D003,IT Access,Low,2025-07-26,2025-07-31,7,Closed
T000569,D011,System Support,Critical,2025-04-11,,1,Open
T000570,D010,IT Access,Low,2024-06-29,2024-07-07,7,Closed
T000571,D006,Onboarding,High,2024-06-08,2024-06-15,3,Closed
T000572,D010,Benefits Question,Critical,2025-01-15,2025-01-17,1,Closed
T000573,D003,Onboarding,High,2024-09-18,,3,In Progress
T000574,D004,Onboarding,Medium,2024-06-13,2024-06-16,5,Closed
T000575,D009,Vendor Request,Critical,2026-01-31,2026-02-04,1,Closed
T000576,D009,IT Access,High,2025-12-04,2025-12-10,3,Closed
T000577,D011,Payroll Issue,Critical,2025-12-14,2025-12-17,1,Closed
T000578,D002,System Support,Critical,2025-12-23,,1,Open
T000579,D006,System Support,Low,2026-04-10,2026-04-11,7,Closed
T000580,D001,System Support,Medium,2024-06-25,2024-06-30,5,Closed
T000581,D007,Onboarding,Low,2025-02-10,2025-02-19,7,Closed
T000582,D006,Onboarding,High,2025-09-12,2025-09-18,3,Closed
T000583,D009,Benefits Question,Medium,2024-06-14,,5,Open
T000584,D005,Vendor Request,High,2024-06-04,,3,In Progress
T000585,D006,Payroll Issue,Critical,2025-08-06,,1,In Progress
T000586,D007,Payroll Issue,Critical,2024-11-27,,1,Open
T000587,D012,Benefits Question,High,2025-04-29,,3,Open
T000588,D007,Benefits Question,Critical,2024-12-06,2024-12-11,1,Closed
T000589,D003,Onboarding,Medium,2025-01-20,2025-02-01,5,Closed
T000590,D011,Payroll Issue,Low,2025-07-29,,7,Open
T000591,D012,Benefits Question,Medium,2026-03-07,2026-03-11,5,Closed
T000592,D009,Vendor Request,Critical,2024-07-31,2024-08-02,1,Closed
T000593,D004,Payroll Issue,Medium,2025-01-16,2025-01-19,5,Closed
T000594,D008,IT Access,Medium,2025-05-29,2025-06-02,5,Closed
T000595,D008,Payroll Issue,High,2024-10-22,2024-10-24,3,Closed
T000596,D008,Benefits Question,High,2025-08-08,2025-08-10,3,Closed
T000597,D009,Onboarding,Low,2025-07-24,2025-08-01,7,Closed
T000598,D002,System Support,Medium,2025-05-26,,5,In Progress
T000599,D001,Payroll Issue,High,2025-05-20,2025-05-22,3,Closed
T000600,D008,System Support,Low,2025-10-23,2025-10-27,7,Closed
T000601,D008,System Support,High,2026-02-26,2026-02-28,3,Closed
T000602,D005,Benefits Question,High,2025-08-10,,3,Open
T000603,D009,Onboarding,High,2025-10-10,2025-10-16,3,Closed
T000604,D001,Vendor Request,Low,2024-09-18,2024-09-19,7,Closed
T000605,D006,System Support,Medium,2024-09-13,,5,In Progress
T000606,D010,Onboarding,Medium,2025-05-05,2025-05-09,5,Closed
T000607,D006,Benefits Question,Critical,2026-04-24,2026-04-28,1,Closed
T000608,D012,Vendor Request,Low,2025-12-13,2025-12-15,7,Closed
T000609,D007,Onboarding,High,2024-09-17,2024-09-23,3,Closed
T000610,D011,Payroll Issue,Medium,2026-03-31,2026-04-03,5,Closed
T000611,D011,Benefits Question,Critical,2025-08-29,2025-08-30,1,Closed
T000612,D011,Onboarding,Critical,2024-11-17,2024-11-19,1,Closed
T000613,D002,Payroll Issue,High,2025-11-11,2025-11-18,3,Closed
T000614,D004,Benefits Question,High,2024-09-08,2024-09-11,3,Closed
T000615,D011,Benefits Question,High,2026-03-24,2026-03-27,3,Closed
T000616,D010,System Support,Critical,2026-01-18,,1,In Progress
T000617,D005,Vendor Request,High,2025-03-17,,3,In Progress
T000618,D012,Onboarding,Critical,2025-04-08,2025-04-13,1,Closed
T000619,D003,Payroll Issue,Low,2025-07-18,,7,Open
T000620,D003,System Support,Medium,2025-09-27,2025-10-01,5,Closed
T000621,D011,Benefits Question,Low,2025-04-14,2025-04-20,7,Closed
T000622,D004,Payroll Issue,Critical,2026-01-05,2026-01-09,1,Closed
T000623,D002,IT Access,Low,2025-04-14,2025-04-21,7,Closed
T000624,D009,IT Access,Low,2025-06-24,2025-07-03,7,Closed
T000625,D009,IT Access,Low,2024-11-24,,7,Open
T000626,D010,Payroll Issue,Low,2025-12-17,2025-12-23,7,Closed
T000627,D011,Vendor Request,High,2025-05-08,2025-05-11,3,Closed
T000628,D004,Payroll Issue,High,2026-01-18,2026-01-19,3,Closed
T000629,D008,System Support,Medium,2026-02-21,2026-02-21,5,Closed
T000630,D003,Onboarding,Medium,2025-09-28,2025-09-30,5,Closed
T000631,D001,System Support,High,2026-03-02,2026-03-02,3,Closed
T000632,D006,Vendor Request,Critical,2025-06-16,2025-06-18,1,Closed
T000633,D009,Benefits Question,Critical,2024-07-25,2024-07-27,1,Closed
T000634,D003,System Support,Medium,2024-10-29,,5,Open
T000635,D010,Onboarding,Critical,2025-12-21,2025-12-30,1,Closed
T000636,D007,Onboarding,High,2025-03-24,,3,Open
T000637,D008,Onboarding,Medium,2026-02-05,2026-02-08,5,Closed
T000638,D008,Benefits Question,High,2025-07-11,2025-07-13,3,Closed
T000639,D007,Benefits Question,Medium,2025-02-27,2025-03-08,5,Closed
T000640,D005,IT Access,Low,2024-06-27,2024-07-07,7,Closed
T000641,D003,Benefits Question,High,2025-06-28,2025-06-29,3,Closed
T000642,D008,Onboarding,Low,2024-09-19,,7,In Progress
T000643,D008,Benefits Question,Low,2025-03-24,2025-03-29,7,Closed
T000644,D007,Benefits Question,Medium,2024-09-08,,5,Open
T000645,D001,Onboarding,High,2025-06-25,2025-06-30,3,Closed
T000646,D007,Onboarding,Critical,2026-02-15,2026-02-21,1,Closed
T000647,D004,Payroll Issue,Critical,2025-12-26,2025-12-31,1,Closed
T000648,D007,Payroll Issue,High,2024-07-08,2024-07-13,3,Closed
T000649,D002,Vendor Request,Medium,2026-05-19,2026-05-22,5,Closed
T000650,D009,Onboarding,High,2025-04-08,2025-04-17,3,Closed
T000651,D011,System Support,High,2026-01-19,2026-01-21,3,Closed
T000652,D007,Payroll Issue,Low,2026-03-12,2026-03-15,7,Closed
T000653,D003,Payroll Issue,High,2024-07-04,2024-07-10,3,Closed
T000654,D002,System Support,Critical,2025-07-12,2025-07-14,1,Closed
T000655,D010,Vendor Request,High,2024-08-15,2024-08-19,3,Closed
T000656,D012,Onboarding,Critical,2025-09-25,,1,In Progress
T000657,D006,IT Access,Medium,2024-11-26,2024-11-30,5,Closed
T000658,D009,IT Access,Medium,2025-12-27,2025-12-31,5,Closed
T000659,D005,Benefits Question,Medium,2026-04-22,2026-04-26,5,Closed
T000660,D012,Vendor Request,Low,2026-01-21,2026-01-25,7,Closed
T000661,D004,IT Access,Medium,2025-10-05,2025-10-11,5,Closed
T000662,D008,Payroll Issue,High,2025-04-10,,3,In Progress
T000663,D007,Benefits Question,Critical,2024-09-07,2024-09-11,1,Closed
T000664,D006,Vendor Request,Low,2025-10-30,2025-11-04,7,Closed
T000665,D006,IT Access,Medium,2024-06-28,2024-07-04,5,Closed
T000666,D005,Vendor Request,Low,2024-08-04,,7,Open
T000667,D009,Vendor Request,Medium,2025-06-20,2025-06-28,5,Closed
T000668,D004,Benefits Question,Critical,2024-06-19,2024-06-23,1,Closed
T000669,D001,IT Access,Medium,2025-02-04,2025-02-11,5,Closed
T000670,D008,Payroll Issue,Low,2024-06-29,2024-07-01,7,Closed
T000671,D004,Vendor Request,Low,2026-02-14,,7,Open
T000672,D009,System Support,Medium,2024-06-13,,5,Open
T000673,D008,Vendor Request,High,2026-01-19,2026-01-25,3,Closed
T000674,D006,Payroll Issue,Low,2025-09-22,2025-09-24,7,Closed
T000675,D012,Onboarding,Low,2025-11-03,2025-11-08,7,Closed
T000676,D008,System Support,High,2025-02-17,,3,In Progress
T000677,D004,Benefits Question,Low,2024-06-25,2024-06-27,7,Closed
T000678,D011,Payroll Issue,Low,2026-02-09,2026-02-10,7,Closed
T000679,D004,System Support,Critical,2024-09-20,2024-09-23,1,Closed
T000680,D006,IT Access,Medium,2024-12-04,,5,Open
T000681,D010,IT Access,Critical,2024-12-21,2024-12-25,1,Closed
T000682,D001,IT Access,Critical,2024-09-15,2024-09-21,1,Closed
T000683,D003,Benefits Question,Low,2026-05-23,2026-05-25,7,Closed
T000684,D004,Payroll Issue,Critical,2026-02-17,2026-02-20,1,Closed
T000685,D002,System Support,High,2024-07-04,,3,In Progress
T000686,D011,IT Access,Low,2025-09-22,,7,In Progress
T000687,D011,Payroll Issue,Low,2025-11-22,2025-11-24,7,Closed
T000688,D003,Vendor Request,Medium,2026-01-27,2026-01-31,5,Closed
T000689,D006,Onboarding,High,2025-04-13,2025-04-23,3,Closed
T000690,D012,Payroll Issue,Low,2025-08-02,2025-08-04,7,Closed
T000691,D012,Vendor Request,High,2026-02-19,2026-02-24,3,Closed
T000692,D012,Payroll Issue,High,2025-09-24,2025-09-28,3,Closed
T000693,D001,Vendor Request,Critical,2025-05-27,2025-05-27,1,Closed
T000694,D009,Benefits Question,Critical,2025-08-21,2025-08-23,1,Closed
T000695,D004,Onboarding,Medium,2026-04-09,2026-04-20,5,Closed
T000696,D006,Benefits Question,Critical,2024-11-02,,1,Open
T000697,D005,Onboarding,Medium,2026-01-15,2026-01-18,5,Closed
T000698,D009,Payroll Issue,Critical,2026-02-26,2026-02-26,1,Closed
T000699,D005,Benefits Question,High,2025-02-28,2025-03-01,3,Closed
T000700,D008,IT Access,Critical,2026-05-24,2026-05-30,1,Closed
T000701,D001,Onboarding,High,2025-04-22,2025-05-01,3,Closed
T000702,D004,Benefits Question,Low,2026-03-15,2026-03-19,7,Closed
T000703,D011,Onboarding,Critical,2024-09-21,2024-09-26,1,Closed
T000704,D009,System Support,Critical,2026-05-16,2026-05-18,1,Closed
T000705,D009,Payroll Issue,High,2026-03-03,2026-03-05,3,Closed
T000706,D006,Vendor Request,High,2025-09-30,2025-10-02,3,Closed
T000707,D002,IT Access,Low,2024-12-01,2024-12-06,7,Closed
T000708,D003,Payroll Issue,Low,2024-06-03,2024-06-03,7,Closed
T000709,D004,IT Access,Critical,2025-03-25,,1,Open
T000710,D002,IT Access,Critical,2025-11-15,2025-11-22,1,Closed
T000711,D009,Onboarding,High,2025-01-10,2025-01-16,3,Closed
T000712,D006,Payroll Issue,Low,2026-03-23,,7,In Progress
T000713,D001,Payroll Issue,Critical,2024-08-13,2024-08-15,1,Closed
T000714,D002,Vendor Request,Low,2024-10-28,2024-11-03,7,Closed
T000715,D006,Onboarding,Critical,2025-11-01,2025-11-04,1,Closed
T000716,D012,IT Access,High,2025-07-02,2025-07-09,3,Closed
T000717,D001,System Support,Low,2026-04-07,2026-04-11,7,Closed
T000718,D005,IT Access,Medium,2025-05-29,2025-06-06,5,Closed
T000719,D002,IT Access,Medium,2025-08-23,2025-08-31,5,Closed
T000720,D007,Payroll Issue,Medium,2025-10-02,2025-10-04,5,Closed
