payroll_id,employee_id,pay_period,base_pay,overtime_pay,bonus_pay,total_compensation,pay_year,pay_month,pay_month_name,pay_year_month,overtime_flag
P000296,E0013,2024-08-01,5373.5,145.82,0,5519.32,2024,8,Aug,2024-08,1
P000297,E0013,2024-09-01,5373.5,44.97,250,5668.47,2024,9,Sep,2024-09,1
P000298,E0013,2024-10-01,5373.5,149.63,500,6023.13,2024,10,Oct,2024-10,1
P000299,E0013,2024-11-01,5373.5,201.1,250,5824.6,2024,11,Nov,2024-11,1
P000300,E0013,2024-12-01,5373.5,114.15,250,5737.65,2024,12,Dec,2024-12,1
P000301,E0013,2025-01-01,5373.5,17.51,250,5641.01,2025,1,Jan,2025-01,1
P000302,E0013,2025-02-01,5373.5,422.67,0,5796.17,2025,2,Feb,2025-02,1
P000303,E0013,2025-03-01,5373.5,327.82,0,5701.32,2025,3,Mar,2025-03,1
P000304,E0013,2025-04-01,5373.5,145.21,0,5518.71,2025,4,Apr,2025-04,1
P000305,E0013,2025-05-01,5373.5,452.63,0,5826.13,2025,5,May,2025-05,1
P000306,E0013,2025-06-01,5373.5,243.26,0,5616.76,2025,6,Jun,2025-06,1
P000307,E0013,2025-07-01,5373.5,31.73,0,5405.23,2025,7,Jul,2025-07,1
P000308,E0013,2025-08-01,5373.5,270.22,0,5643.72,2025,8,Aug,2025-08,1
P000309,E0013,2025-09-01,5373.5,117.5,0,5491.0,2025,9,Sep,2025-09,1
P000310,E0013,2025-10-01,5373.5,544.12,0,5917.62,2025,10,Oct,2025-10,1
P000311,E0013,2025-11-01,5373.5,72.1,0,5445.6,2025,11,Nov,2025-11,1
P000312,E0013,2025-12-01,5373.5,459.04,0,5832.54,2025,12,Dec,2025-12,1
P000313,E0014,2024-01-01,4537.92,855.71,0,5393.62,2024,1,Jan,2024-01,1
P000314,E0014,2024-02-01,4537.92,1037.58,0,5575.5,2024,2,Feb,2024-02,1
P000315,E0014,2024-03-01,4537.92,169.53,1000,5707.45,2024,3,Mar,2024-03,1
P000316,E0014,2024-04-01,4537.92,170.69,0,4708.61,2024,4,Apr,2024-04,1
P000317,E0014,2024-05-01,4537.92,332.78,0,4870.69,2024,5,May,2024-05,1
P000318,E0014,2024-06-01,4537.92,176.54,0,4714.45,2024,6,Jun,2024-06,1
P000319,E0014,2024-07-01,4537.92,92.41,0,4630.33,2024,7,Jul,2024-07,1
P000320,E0014,2024-08-01,4537.92,230.51,0,4768.43,2024,8,Aug,2024-08,1
P000321,E0014,2024-09-01,4537.92,467.72,0,5005.63,2024,9,Sep,2024-09,1
P000322,E0014,2024-10-01,4537.92,421.87,500,5459.79,2024,10,Oct,2024-10,1
P000323,E0014,2024-11-01,4537.92,253.4,0,4791.32,2024,11,Nov,2024-11,1
P000324,E0014,2024-12-01,4537.92,321.6,0,4859.51,2024,12,Dec,2024-12,1
P000325,E0014,2025-01-01,4537.92,707.75,0,5245.67,2025,1,Jan,2025-01,1
P000326,E0014,2025-02-01,4537.92,139.28,0,4677.2,2025,2,Feb,2025-02,1
P000327,E0014,2025-03-01,4537.92,805.42,0,5343.33,2025,3,Mar,2025-03,1
P000328,E0014,2025-04-01,4537.92,490.15,500,5528.07,2025,4,Apr,2025-04,1
P000329,E0014,2025-05-01,4537.92,596.35,0,5134.27,2025,5,May,2025-05,1
P000330,E0014,2025-06-01,4537.92,515.08,0,5053.0,2025,6,Jun,2025-06,1
P000331,E0014,2025-07-01,4537.92,333.05,0,4870.97,2025,7,Jul,2025-07,1
P000332,E0014,2025-08-01,4537.92,386.68,500,5424.6,2025,8,Aug,2025-08,1
P000333,E0014,2025-09-01,4537.92,859.29,0,5397.21,2025,9,Sep,2025-09,1
P000334,E0014,2025-10-01,4537.92,305.16,0,4843.08,2025,10,Oct,2025-10,1
P000335,E0014,2025-11-01,4537.92,392.75,0,4930.66,2025,11,Nov,2025-11,1
P000336,E0014,2025-12-01,4537.92,348.37,0,4886.29,2025,12,Dec,2025-12,1
P000337,E0015,2024-01-01,5579.5,139.68,0,5719.18,2024,1,Jan,2024-01,1
P000338,E0015,2024-02-01,5579.5,40.08,0,5619.58,2024,2,Feb,2024-02,1
P000339,E0015,2024-03-01,5579.5,59.17,0,5638.67,2024,3,Mar,2024-03,1
P000340,E0015,2024-04-01,5579.5,327.01,250,6156.51,2024,4,Apr,2024-04,1
P000341,E0015,2024-05-01,5579.5,101.49,0,5680.99,2024,5,May,2024-05,1
P000342,E0015,2024-06-01,5579.5,110.96,0,5690.46,2024,6,Jun,2024-06,1
P000343,E0015,2024-07-01,5579.5,325.36,0,5904.86,2024,7,Jul,2024-07,1
P000344,E0015,2024-08-01,5579.5,530.2,250,6359.7,2024,8,Aug,2024-08,1
P000345,E0015,2024-09-01,5579.5,287.83,0,5867.33,2024,9,Sep,2024-09,1
P000346,E0015,2024-10-01,5579.5,282.4,0,5861.9,2024,10,Oct,2024-10,1
P000347,E0015,2024-11-01,5579.5,367.13,0,5946.63,2024,11,Nov,2024-11,1
P000348,E0015,2024-12-01,5579.5,371.35,500,6450.85,2024,12,Dec,2024-12,1
P000349,E0015,2025-01-01,5579.5,416.53,0,5996.03,2025,1,Jan,2025-01,1
P000350,E0015,2025-02-01,5579.5,425.17,0,6004.67,2025,2,Feb,2025-02,1
P000351,E0015,2025-03-01,5579.5,316.68,0,5896.18,2025,3,Mar,2025-03,1
P000352,E0015,2025-04-01,5579.5,39.61,500,6119.11,2025,4,Apr,2025-04,1
P000353,E0015,2025-05-01,5579.5,21.36,250,5850.86,2025,5,May,2025-05,1
P000354,E0015,2025-06-01,5579.5,134.59,0,5714.09,2025,6,Jun,2025-06,1
P000355,E0015,2025-07-01,5579.5,31.86,0,5611.36,2025,7,Jul,2025-07,1
P000356,E0015,2025-08-01,5579.5,349.76,0,5929.26,2025,8,Aug,2025-08,1
P000357,E0015,2025-09-01,5579.5,197.45,0,5776.95,2025,9,Sep,2025-09,1
P000358,E0015,2025-10-01,5579.5,110.05,0,5689.55,2025,10,Oct,2025-10,1
P000359,E0015,2025-11-01,5579.5,133.01,0,5712.51,2025,11,Nov,2025-11,1
P000360,E0015,2025-12-01,5579.5,221.77,0,5801.27,2025,12,Dec,2025-12,1
P000361,E0016,2024-01-01,5155.42,226.65,0,5382.07,2024,1,Jan,2024-01,1
P000362,E0016,2024-02-01,5155.42,215.83,0,5371.25,2024,2,Feb,2024-02,1
P000363,E0016,2024-03-01,5155.42,37.32,250,5442.74,2024,3,Mar,2024-03,1
P000364,E0016,2024-04-01,5155.42,113.33,500,5768.75,2024,4,Apr,2024-04,1
P000365,E0016,2024-05-01,5155.42,399.72,0,5555.14,2024,5,May,2024-05,1
P000366,E0016,2024-06-01,5155.42,330.88,0,5486.29,2024,6,Jun,2024-06,1
P000367,E0016,2024-07-01,5155.42,201.4,0,5356.82,2024,7,Jul,2024-07,1
P000368,E0016,2024-08-01,5155.42,52.02,0,5207.44,2024,8,Aug,2024-08,1
P000369,E0016,2024-09-01,5155.42,202.23,250,5607.65,2024,9,Sep,2024-09,1
P000370,E0016,2024-10-01,5155.42,145.54,0,5300.95,2024,10,Oct,2024-10,1
P000371,E0016,2024-11-01,5155.42,561.56,0,5716.98,2024,11,Nov,2024-11,1
P000372,E0016,2024-12-01,5155.42,78.52,0,5233.94,2024,12,Dec,2024-12,1
P000373,E0016,2025-01-01,5155.42,338.78,0,5494.2,2025,1,Jan,2025-01,1
P000374,E0016,2025-02-01,5155.42,217.87,0,5373.29,2025,2,Feb,2025-02,1
P000375,E0016,2025-03-01,5155.42,610.31,0,5765.73,2025,3,Mar,2025-03,1
P000376,E0016,2025-04-01,5155.42,159.55,0,5314.96,2025,4,Apr,2025-04,1
P000377,E0016,2025-05-01,5155.42,273.32,0,5428.74,2025,5,May,2025-05,1
P000378,E0016,2025-06-01,5155.42,50.96,0,5206.38,2025,6,Jun,2025-06,1
P000379,E0016,2025-07-01,5155.42,308.07,0,5463.48,2025,7,Jul,2025-07,1
P000380,E0016,2025-08-01,5155.42,217.95,0,5373.36,2025,8,Aug,2025-08,1
P000381,E0016,2025-09-01,5155.42,277.17,0,5432.59,2025,9,Sep,2025-09,1
P000382,E0016,2025-10-01,5155.42,419.81,0,5575.23,2025,10,Oct,2025-10,1
P000383,E0016,2025-11-01,5155.42,412.06,250,5817.47,2025,11,Nov,2025-11,1
P000384,E0016,2025-12-01,5155.42,297.65,0,5453.07,2025,12,Dec,2025-12,1
P000385,E0017,2024-01-01,3694.92,778.42,0,4473.33,2024,1,Jan,2024-01,1
P000386,E0017,2024-02-01,3694.92,274.95,0,3969.87,2024,2,Feb,2024-02,1
P000387,E0017,2024-03-01,3694.92,99.31,0,3794.23,2024,3,Mar,2024-03,1
P000388,E0017,2024-04-01,3694.92,5.78,0,3700.69,2024,4,Apr,2024-04,1
P000389,E0017,2024-05-01,3694.92,242.97,0,3937.88,2024,5,May,2024-05,1
P000390,E0017,2024-06-01,3694.92,707.63,0,4402.54,2024,6,Jun,2024-06,1
P000391,E0017,2024-07-01,3694.92,388.26,0,4083.18,2024,7,Jul,2024-07,1
P000392,E0017,2024-08-01,3694.92,461.38,250,4406.3,2024,8,Aug,2024-08,1
P000393,E0017,2024-09-01,3694.92,221.16,0,3916.07,2024,9,Sep,2024-09,1
P000394,E0017,2024-10-01,3694.92,165.22,250,4110.14,2024,10,Oct,2024-10,1
P000395,E0017,2024-11-01,3694.92,513.44,0,4208.36,2024,11,Nov,2024-11,1
P000396,E0017,2024-12-01,3694.92,172.75,500,4367.66,2024,12,Dec,2024-12,1
P000397,E0017,2025-01-01,3694.92,110.16,0,3805.08,2025,1,Jan,2025-01,1
P000398,E0017,2025-02-01,3694.92,160.26,500,4355.17,2025,2,Feb,2025-02,1
P000399,E0017,2025-03-01,3694.92,383.99,0,4078.91,2025,3,Mar,2025-03,1
P000400,E0017,2025-04-01,3694.92,171.43,0,3866.35,2025,4,Apr,2025-04,1
P000401,E0017,2025-05-01,3694.92,113.84,0,3808.75,2025,5,May,2025-05,1
P000402,E0017,2025-06-01,3694.92,75.18,0,3770.09,2025,6,Jun,2025-06,1
P000403,E0017,2025-07-01,3694.92,111.15,0,3806.07,2025,7,Jul,2025-07,1
P000404,E0017,2025-08-01,3694.92,615.88,0,4310.8,2025,8,Aug,2025-08,1
P000405,E0017,2025-09-01,3694.92,159.3,0,3854.22,2025,9,Sep,2025-09,1
P000406,E0017,2025-10-01,3694.92,169.34,250,4114.26,2025,10,Oct,2025-10,1
P000407,E0017,2025-11-01,3694.92,737.35,0,4432.27,2025,11,Nov,2025-11,1
P000408,E0017,2025-12-01,3694.92,503.76,250,4448.67,2025,12,Dec,2025-12,1
P000409,E0018,2024-01-01,13750.42,271.36,0,14021.78,2024,1,Jan,2024-01,1
P000410,E0018,2024-02-01,13750.42,416.85,0,14167.27,2024,2,Feb,2024-02,1
P000411,E0018,2024-03-01,13750.42,541.84,250,14542.26,2024,3,Mar,2024-03,1
P000412,E0018,2024-04-01,13750.42,260.38,0,14010.79,2024,4,Apr,2024-04,1
P000413,E0018,2024-05-01,13750.42,235.71,250,14236.13,2024,5,May,2024-05,1
P000414,E0018,2024-06-01,13750.42,650.26,0,14400.67,2024,6,Jun,2024-06,1
P000415,E0018,2024-07-01,13750.42,425.93,0,14176.35,2024,7,Jul,2024-07,1
P000416,E0018,2024-08-01,13750.42,117.38,0,13867.8,2024,8,Aug,2024-08,1
P000417,E0018,2024-09-01,13750.42,80.95,500,14331.37,2024,9,Sep,2024-09,1
P000418,E0018,2024-10-01,13750.42,53.83,0,13804.25,2024,10,Oct,2024-10,1
P000419,E0018,2024-11-01,13750.42,204.85,250,14205.26,2024,11,Nov,2024-11,1
P000420,E0018,2024-12-01,13750.42,425.53,0,14175.94,2024,12,Dec,2024-12,1
P000421,E0018,2025-01-01,13750.42,307.43,500,14557.85,2025,1,Jan,2025-01,1
P000422,E0018,2025-02-01,13750.42,50.69,0,13801.11,2025,2,Feb,2025-02,1
P000423,E0018,2025-03-01,13750.42,424.69,0,14175.1,2025,3,Mar,2025-03,1
P000424,E0018,2025-04-01,13750.42,44.51,250,14044.93,2025,4,Apr,2025-04,1
P000425,E0018,2025-05-01,13750.42,311.8,0,14062.22,2025,5,May,2025-05,1
P000426,E0018,2025-06-01,13750.42,86.03,0,13836.44,2025,6,Jun,2025-06,1
P000427,E0018,2025-07-01,13750.42,514.77,0,14265.19,2025,7,Jul,2025-07,1
P000428,E0018,2025-08-01,13750.42,152.77,0,13903.18,2025,8,Aug,2025-08,1
P000429,E0018,2025-09-01,13750.42,286.22,0,14036.64,2025,9,Sep,2025-09,1
P000430,E0018,2025-10-01,13750.42,322.95,250,14323.36,2025,10,Oct,2025-10,1
P000431,E0018,2025-11-01,13750.42,158.05,0,13908.47,2025,11,Nov,2025-11,1
P000432,E0018,2025-12-01,13750.42,109.22,1000,14859.64,2025,12,Dec,2025-12,1
P000433,E0019,2024-01-01,4762.25,220.06,0,4982.31,2024,1,Jan,2024-01,1
P000434,E0019,2024-02-01,4762.25,262.71,0,5024.96,2024,2,Feb,2024-02,1
P000435,E0019,2024-03-01,4762.25,253.01,0,5015.26,2024,3,Mar,2024-03,1
P000436,E0019,2024-04-01,4762.25,453.4,0,5215.65,2024,4,Apr,2024-04,1
P000437,E0019,2024-05-01,4762.25,120.97,0,4883.22,2024,5,May,2024-05,1
P000438,E0019,2024-06-01,4762.25,486.27,250,5498.52,2024,6,Jun,2024-06,1
P000439,E0019,2024-07-01,4762.25,314.28,0,5076.53,2024,7,Jul,2024-07,1
P000440,E0019,2024-08-01,4762.25,390.27,0,5152.52,2024,8,Aug,2024-08,1
P000441,E0019,2024-09-01,4762.25,255.71,0,5017.96,2024,9,Sep,2024-09,1
P000442,E0019,2024-10-01,4762.25,618.21,0,5380.46,2024,10,Oct,2024-10,1
P000443,E0019,2024-11-01,4762.25,133.04,500,5395.29,2024,11,Nov,2024-11,1
P000444,E0019,2024-12-01,4762.25,169.69,0,4931.94,2024,12,Dec,2024-12,1
P000445,E0019,2025-01-01,4762.25,300.0,1000,6062.25,2025,1,Jan,2025-01,1
P000446,E0019,2025-02-01,4762.25,428.13,0,5190.38,2025,2,Feb,2025-02,1
P000447,E0019,2025-03-01,4762.25,297.74,0,5059.99,2025,3,Mar,2025-03,1
P000448,E0019,2025-04-01,4762.25,446.67,500,5708.92,2025,4,Apr,2025-04,1
P000449,E0019,2025-05-01,4762.25,441.82,0,5204.07,2025,5,May,2025-05,1
P000450,E0019,2025-06-01,4762.25,426.71,0,5188.96,2025,6,Jun,2025-06,1
P000451,E0019,2025-07-01,4762.25,417.71,0,5179.96,2025,7,Jul,2025-07,1
P000452,E0019,2025-08-01,4762.25,65.31,0,4827.56,2025,8,Aug,2025-08,1
P000453,E0019,2025-09-01,4762.25,263.62,250,5275.87,2025,9,Sep,2025-09,1
P000454,E0019,2025-10-01,4762.25,292.47,250,5304.72,2025,10,Oct,2025-10,1
P000455,E0019,2025-11-01,4762.25,485.14,500,5747.39,2025,11,Nov,2025-11,1
P000456,E0019,2025-12-01,4762.25,83.33,0,4845.58,2025,12,Dec,2025-12,1
P000457,E0020,2024-01-01,8129.08,1148.2,0,9277.29,2024,1,Jan,2024-01,1
P000458,E0020,2024-02-01,8129.08,224.34,0,8353.42,2024,2,Feb,2024-02,1
P000459,E0020,2024-03-01,8129.08,343.52,0,8472.61,2024,3,Mar,2024-03,1
P000460,E0020,2024-04-01,8129.08,99.18,250,8478.26,2024,4,Apr,2024-04,1
P000461,E0020,2024-05-01,8129.08,177.79,0,8306.88,2024,5,May,2024-05,1
P000462,E0020,2024-06-01,8129.08,274.05,0,8403.14,2024,6,Jun,2024-06,1
P000463,E0020,2024-07-01,8129.08,151.67,0,8280.76,2024,7,Jul,2024-07,1
P000464,E0020,2024-08-01,8129.08,248.13,250,8627.22,2024,8,Aug,2024-08,1
P000465,E0020,2024-09-01,8129.08,211.81,0,8340.89,2024,9,Sep,2024-09,1
P000466,E0020,2024-10-01,8129.08,257.99,0,8387.08,2024,10,Oct,2024-10,1
P000467,E0020,2024-11-01,8129.08,251.69,0,8380.77,2024,11,Nov,2024-11,1
P000468,E0020,2024-12-01,8129.08,114.23,0,8243.31,2024,12,Dec,2024-12,1
P000469,E0020,2025-01-01,8129.08,109.47,0,8238.55,2025,1,Jan,2025-01,1
P000470,E0020,2025-02-01,8129.08,35.22,0,8164.3,2025,2,Feb,2025-02,1
P000471,E0020,2025-03-01,8129.08,136.53,0,8265.61,2025,3,Mar,2025-03,1
P000472,E0020,2025-04-01,8129.08,146.53,0,8275.61,2025,4,Apr,2025-04,1
P000473,E0020,2025-05-01,8129.08,122.91,0,8252.0,2025,5,May,2025-05,1
P000474,E0020,2025-06-01,8129.08,146.79,250,8525.88,2025,6,Jun,2025-06,1
P000475,E0020,2025-07-01,8129.08,255.98,0,8385.06,2025,7,Jul,2025-07,1
P000476,E0020,2025-08-01,8129.08,25.72,250,8404.8,2025,8,Aug,2025-08,1
P000477,E0020,2025-09-01,8129.08,177.64,0,8306.72,2025,9,Sep,2025-09,1
P000478,E0020,2025-10-01,8129.08,68.31,0,8197.4,2025,10,Oct,2025-10,1
P000479,E0020,2025-11-01,8129.08,202.81,0,8331.89,2025,11,Nov,2025-11,1
P000480,E0020,2025-12-01,8129.08,27.02,0,8156.1,2025,12,Dec,2025-12,1
P000481,E0021,2024-01-01,4385.5,144.99,0,4530.49,2024,1,Jan,2024-01,1
P000482,E0021,2024-02-01,4385.5,296.23,0,4681.73,2024,2,Feb,2024-02,1
P000483,E0021,2024-03-01,4385.5,577.2,0,4962.7,2024,3,Mar,2024-03,1
P000484,E0021,2024-04-01,4385.5,455.82,250,5091.32,2024,4,Apr,2024-04,1
P000485,E0021,2024-05-01,4385.5,221.95,0,4607.45,2024,5,May,2024-05,1
P000486,E0021,2024-06-01,4385.5,596.74,0,4982.24,2024,6,Jun,2024-06,1
P000487,E0021,2024-07-01,4385.5,188.64,0,4574.14,2024,7,Jul,2024-07,1
P000488,E0021,2024-08-01,4385.5,160.6,0,4546.1,2024,8,Aug,2024-08,1
P000489,E0021,2024-09-01,4385.5,411.86,0,4797.36,2024,9,Sep,2024-09,1
P000490,E0021,2024-10-01,4385.5,243.39,0,4628.89,2024,10,Oct,2024-10,1
P000491,E0021,2024-11-01,4385.5,61.76,0,4447.26,2024,11,Nov,2024-11,1
P000492,E0021,2024-12-01,4385.5,19.3,0,4404.8,2024,12,Dec,2024-12,1
P000493,E0021,2025-01-01,4385.5,365.88,0,4751.38,2025,1,Jan,2025-01,1
P000494,E0021,2025-02-01,4385.5,89.68,250,4725.18,2025,2,Feb,2025-02,1
P000495,E0021,2025-03-01,4385.5,108.42,500,4993.92,2025,3,Mar,2025-03,1
P000496,E0021,2025-04-01,4385.5,210.64,0,4596.14,2025,4,Apr,2025-04,1
P000497,E0021,2025-05-01,4385.5,277.18,0,4662.68,2025,5,May,2025-05,1
P000498,E0021,2025-06-01,4385.5,218.54,0,4604.04,2025,6,Jun,2025-06,1
P000499,E0021,2025-07-01,4385.5,95.59,0,4481.09,2025,7,Jul,2025-07,1
P000500,E0021,2025-08-01,4385.5,111.82,0,4497.32,2025,8,Aug,2025-08,1
P000501,E0021,2025-09-01,4385.5,112.4,0,4497.9,2025,9,Sep,2025-09,1
P000502,E0021,2025-10-01,4385.5,249.48,0,4634.98,2025,10,Oct,2025-10,1
P000503,E0021,2025-11-01,4385.5,263.94,0,4649.44,2025,11,Nov,2025-11,1
P000504,E0021,2025-12-01,4385.5,108.47,500,4993.97,2025,12,Dec,2025-12,1
P000505,E0022,2024-01-01,3587.58,162.13,0,3749.72,2024,1,Jan,2024-01,1
P000506,E0022,2024-02-01,3587.58,114.59,0,3702.18,2024,2,Feb,2024-02,1
P000507,E0022,2024-03-01,3587.58,106.59,0,3694.17,2024,3,Mar,2024-03,1
P000508,E0022,2024-04-01,3587.58,193.15,0,3780.73,2024,4,Apr,2024-04,1
P000509,E0022,2024-05-01,3587.58,129.05,0,3716.63,2024,5,May,2024-05,1
P000510,E0022,2024-06-01,3587.58,501.39,0,4088.98,2024,6,Jun,2024-06,1
P000511,E0022,2024-07-01,3587.58,222.69,500,4310.27,2024,7,Jul,2024-07,1
P000512,E0022,2024-08-01,3587.58,18.21,0,3605.79,2024,8,Aug,2024-08,1
P000513,E0022,2024-09-01,3587.58,603.83,0,4191.42,2024,9,Sep,2024-09,1
P000514,E0022,2024-10-01,3587.58,42.98,0,3630.56,2024,10,Oct,2024-10,1
P000515,E0022,2024-11-01,3587.58,156.83,0,3744.42,2024,11,Nov,2024-11,1
P000516,E0022,2024-12-01,3587.58,98.49,250,3936.07,2024,12,Dec,2024-12,1
P000517,E0022,2025-01-01,3587.58,126.75,0,3714.33,2025,1,Jan,2025-01,1
P000518,E0022,2025-02-01,3587.58,254.69,0,3842.28,2025,2,Feb,2025-02,1
P000519,E0022,2025-03-01,3587.58,138.53,500,4226.11,2025,3,Mar,2025-03,1
P000520,E0022,2025-04-01,3587.58,116.33,250,3953.92,2025,4,Apr,2025-04,1
P000521,E0022,2025-05-01,3587.58,175.34,0,3762.92,2025,5,May,2025-05,1
P000522,E0022,2025-06-01,3587.58,109.69,500,4197.28,2025,6,Jun,2025-06,1
P000523,E0022,2025-07-01,3587.58,65.4,500,4152.99,2025,7,Jul,2025-07,1
P000524,E0022,2025-08-01,3587.58,328.15,0,3915.73,2025,8,Aug,2025-08,1
P000525,E0022,2025-09-01,3587.58,48.23,500,4135.82,2025,9,Sep,2025-09,1
P000526,E0022,2025-10-01,3587.58,255.85,0,3843.43,2025,10,Oct,2025-10,1
P000527,E0022,2025-11-01,3587.58,294.54,0,3882.12,2025,11,Nov,2025-11,1
P000528,E0022,2025-12-01,3587.58,396.22,1000,4983.81,2025,12,Dec,2025-12,1
P000529,E0023,2024-01-01,4231.08,407.85,0,4638.93,2024,1,Jan,2024-01,1
P000530,E0023,2024-02-01,4231.08,183.64,0,4414.73,2024,2,Feb,2024-02,1
P000531,E0023,2024-03-01,4231.08,99.97,500,4831.05,2024,3,Mar,2024-03,1
P000532,E0023,2024-04-01,4231.08,135.85,0,4366.94,2024,4,Apr,2024-04,1
P000533,E0023,2024-05-01,4231.08,69.15,0,4300.23,2024,5,May,2024-05,1
P000534,E0023,2024-06-01,4231.08,73.77,0,4304.86,2024,6,Jun,2024-06,1
P000535,E0023,2024-07-01,4231.08,249.88,0,4480.96,2024,7,Jul,2024-07,1
P000536,E0023,2024-08-01,4231.08,724.67,0,4955.76,2024,8,Aug,2024-08,1
P000537,E0023,2024-09-01,4231.08,147.69,500,4878.78,2024,9,Sep,2024-09,1
P000538,E0023,2024-10-01,4231.08,301.14,0,4532.22,2024,10,Oct,2024-10,1
P000539,E0023,2024-11-01,4231.08,329.01,0,4560.09,2024,11,Nov,2024-11,1
P000540,E0023,2024-12-01,4231.08,34.96,250,4516.05,2024,12,Dec,2024-12,1
P000541,E0023,2025-01-01,4231.08,42.96,0,4274.04,2025,1,Jan,2025-01,1
P000542,E0023,2025-02-01,4231.08,73.06,0,4304.14,2025,2,Feb,2025-02,1
P000543,E0023,2025-03-01,4231.08,380.01,0,4611.09,2025,3,Mar,2025-03,1
P000544,E0023,2025-04-01,4231.08,237.67,0,4468.75,2025,4,Apr,2025-04,1
P000545,E0023,2025-05-01,4231.08,599.95,0,4831.03,2025,5,May,2025-05,1
P000546,E0023,2025-06-01,4231.08,65.08,0,4296.17,2025,6,Jun,2025-06,1
P000547,E0023,2025-07-01,4231.08,165.3,0,4396.39,2025,7,Jul,2025-07,1
P000548,E0023,2025-08-01,4231.08,363.2,250,4844.28,2025,8,Aug,2025-08,1
P000549,E0023,2025-09-01,4231.08,463.27,0,4694.35,2025,9,Sep,2025-09,1
P000550,E0023,2025-10-01,4231.08,168.27,0,4399.35,2025,10,Oct,2025-10,1
P000551,E0023,2025-11-01,4231.08,364.85,250,4845.93,2025,11,Nov,2025-11,1
P000552,E0023,2025-12-01,4231.08,228.73,0,4459.81,2025,12,Dec,2025-12,1
P000553,E0024,2024-01-01,4359.25,89.37,0,4448.62,2024,1,Jan,2024-01,1
P000554,E0024,2024-02-01,4359.25,223.97,0,4583.22,2024,2,Feb,2024-02,1
P000555,E0024,2024-03-01,4359.25,112.13,0,4471.38,2024,3,Mar,2024-03,1
P000556,E0024,2024-04-01,4359.25,304.44,1000,5663.69,2024,4,Apr,2024-04,1
P000557,E0024,2024-05-01,4359.25,26.13,0,4385.38,2024,5,May,2024-05,1
P000558,E0024,2024-06-01,4359.25,94.13,0,4453.38,2024,6,Jun,2024-06,1
P000559,E0024,2024-07-01,4359.25,299.2,0,4658.45,2024,7,Jul,2024-07,1
P000560,E0024,2024-08-01,4359.25,56.25,250,4665.5,2024,8,Aug,2024-08,1
P000561,E0024,2024-09-01,4359.25,185.84,0,4545.09,2024,9,Sep,2024-09,1
P000562,E0024,2024-10-01,4359.25,483.72,0,4842.97,2024,10,Oct,2024-10,1
P000563,E0024,2024-11-01,4359.25,44.89,0,4404.14,2024,11,Nov,2024-11,1
P000564,E0024,2024-12-01,4359.25,3.88,250,4613.13,2024,12,Dec,2024-12,1
P000565,E0024,2025-01-01,4359.25,142.79,0,4502.04,2025,1,Jan,2025-01,1
P000566,E0024,2025-02-01,4359.25,437.31,0,4796.56,2025,2,Feb,2025-02,1
P000567,E0024,2025-03-01,4359.25,230.97,0,4590.22,2025,3,Mar,2025-03,1
P000568,E0024,2025-04-01,4359.25,277.98,0,4637.23,2025,4,Apr,2025-04,1
P000569,E0024,2025-05-01,4359.25,278.81,0,4638.06,2025,5,May,2025-05,1
P000570,E0024,2025-06-01,4359.25,83.16,0,4442.41,2025,6,Jun,2025-06,1
P000571,E0024,2025-07-01,4359.25,84.86,500,4944.11,2025,7,Jul,2025-07,1
P000572,E0024,2025-08-01,4359.25,169.67,0,4528.92,2025,8,Aug,2025-08,1
P000573,E0024,2025-09-01,4359.25,332.39,250,4941.64,2025,9,Sep,2025-09,1
P000574,E0024,2025-10-01,4359.25,20.86,0,4380.11,2025,10,Oct,2025-10,1
P000575,E0024,2025-11-01,4359.25,53.88,0,4413.13,2025,11,Nov,2025-11,1
P000576,E0024,2025-12-01,4359.25,109.0,0,4468.25,2025,12,Dec,2025-12,1
P000577,E0025,2024-01-01,5663.67,125.69,0,5789.36,2024,1,Jan,2024-01,1
P000578,E0025,2024-02-01,5663.67,233.36,250,6147.03,2024,2,Feb,2024-02,1
P000579,E0025,2024-03-01,5663.67,185.88,250,6099.55,2024,3,Mar,2024-03,1
P000580,E0025,2024-04-01,5663.67,128.69,0,5792.36,2024,4,Apr,2024-04,1
P000581,E0025,2024-05-01,5663.67,613.67,0,6277.34,2024,5,May,2024-05,1
P000582,E0025,2024-06-01,5663.67,202.86,500,6366.53,2024,6,Jun,2024-06,1
P000583,E0025,2024-07-01,5663.67,236.97,0,5900.63,2024,7,Jul,2024-07,1
P000584,E0025,2024-08-01,5663.67,327.66,0,5991.32,2024,8,Aug,2024-08,1
P000585,E0025,2024-09-01,5663.67,106.58,250,6020.24,2024,9,Sep,2024-09,1
P000586,E0025,2024-10-01,5663.67,634.55,250,6548.22,2024,10,Oct,2024-10,1
P000587,E0025,2024-11-01,5663.67,449.59,0,6113.26,2024,11,Nov,2024-11,1
P000588,E0025,2024-12-01,5663.67,222.54,0,5886.21,2024,12,Dec,2024-12,1
P000589,E0025,2025-01-01,5663.67,191.36,0,5855.03,2025,1,Jan,2025-01,1
P000590,E0025,2025-02-01,5663.67,454.51,0,6118.18,2025,2,Feb,2025-02,1
P000591,E0025,2025-03-01,5663.67,185.72,0,5849.39,2025,3,Mar,2025-03,1
P000592,E0025,2025-04-01,5663.67,272.3,250,6185.97,2025,4,Apr,2025-04,1
