ticket_id,department_id,request_type,priority,opened_date,closed_date,sla_target_days,status,closed_flag,resolution_days,sla_missed_flag,sla_met_flag,opened_year,opened_month,opened_year_month
T000251,D004,System Support,High,2025-11-29,2025-12-06,3,Closed,1,7.0,1,0,2025,11,2025-11
T000252,D005,Payroll Issue,Low,2024-10-31,2024-11-01,7,Closed,1,1.0,0,1,2024,10,2024-10
T000253,D007,Onboarding,High,2025-03-15,2025-03-17,3,Closed,1,2.0,0,1,2025,3,2025-03
T000254,D002,IT Access,High,2026-02-20,2026-02-24,3,Closed,1,4.0,1,0,2026,2,2026-02
T000255,D008,System Support,High,2026-03-30,,3,In Progress,0,0.0,0,0,2026,3,2026-03
T000256,D007,System Support,Medium,2025-09-09,2025-09-09,5,Closed,1,0.0,0,1,2025,9,2025-09
T000257,D006,Vendor Request,High,2025-05-29,2025-05-30,3,Closed,1,1.0,0,1,2025,5,2025-05
T000258,D004,Payroll Issue,Critical,2024-09-14,2024-09-24,1,Closed,1,10.0,1,0,2024,9,2024-09
T000259,D001,Payroll Issue,Medium,2024-07-17,2024-07-19,5,Closed,1,2.0,0,1,2024,7,2024-07
T000260,D012,Payroll Issue,Medium,2024-09-17,2024-09-21,5,Closed,1,4.0,0,1,2024,9,2024-09
T000261,D012,IT Access,Medium,2026-02-20,2026-02-25,5,Closed,1,5.0,0,1,2026,2,2026-02
T000262,D006,System Support,Low,2024-07-16,2024-07-21,7,Closed,1,5.0,0,1,2024,7,2024-07
T000263,D007,System Support,High,2025-04-27,2025-04-30,3,Closed,1,3.0,0,1,2025,4,2025-04
T000264,D009,Onboarding,Low,2026-04-02,,7,In Progress,0,0.0,0,0,2026,4,2026-04
T000265,D001,System Support,Low,2026-01-17,2026-01-19,7,Closed,1,2.0,0,1,2026,1,2026-01
T000266,D011,IT Access,Low,2024-11-11,2024-11-17,7,Closed,1,6.0,0,1,2024,11,2024-11
T000267,D007,Vendor Request,Critical,2025-11-05,,1,In Progress,0,0.0,0,0,2025,11,2025-11
T000268,D002,Onboarding,High,2026-01-09,2026-01-17,3,Closed,1,8.0,1,0,2026,1,2026-01
T000269,D012,Payroll Issue,Medium,2025-03-16,2025-03-17,5,Closed,1,1.0,0,1,2025,3,2025-03
T000270,D012,System Support,Low,2026-01-19,2026-01-23,7,Closed,1,4.0,0,1,2026,1,2026-01
T000271,D005,Vendor Request,Low,2024-12-15,,7,In Progress,0,0.0,0,0,2024,12,2024-12
T000272,D011,Onboarding,High,2025-10-26,,3,In Progress,0,0.0,0,0,2025,10,2025-10
T000273,D010,System Support,Medium,2024-11-20,2024-11-24,5,Closed,1,4.0,0,1,2024,11,2024-11
T000274,D007,IT Access,Low,2025-10-01,2025-10-08,7,Closed,1,7.0,0,1,2025,10,2025-10
T000275,D002,IT Access,Critical,2024-09-24,2024-09-29,1,Closed,1,5.0,1,0,2024,9,2024-09
T000276,D010,Payroll Issue,High,2025-07-29,2025-07-29,3,Closed,1,0.0,0,1,2025,7,2025-07
T000277,D009,Payroll Issue,High,2025-12-19,2025-12-21,3,Closed,1,2.0,0,1,2025,12,2025-12
T000278,D012,Vendor Request,High,2025-01-31,2025-02-06,3,Closed,1,6.0,1,0,2025,1,2025-01
T000279,D003,IT Access,Critical,2024-08-06,2024-08-11,1,Closed,1,5.0,1,0,2024,8,2024-08
T000280,D012,Vendor Request,High,2024-07-17,2024-07-19,3,Closed,1,2.0,0,1,2024,7,2024-07
T000281,D004,IT Access,Low,2024-08-04,2024-08-08,7,Closed,1,4.0,0,1,2024,8,2024-08
T000282,D002,Onboarding,Critical,2024-11-23,,1,Open,0,0.0,0,0,2024,11,2024-11
T000283,D002,Onboarding,Low,2025-10-27,2025-11-03,7,Closed,1,7.0,0,1,2025,10,2025-10
T000284,D005,System Support,Medium,2025-08-18,,5,Open,0,0.0,0,0,2025,8,2025-08
T000285,D008,Benefits Question,High,2025-11-15,2025-11-19,3,Closed,1,4.0,1,0,2025,11,2025-11
T000286,D008,IT Access,Low,2025-10-03,2025-10-08,7,Closed,1,5.0,0,1,2025,10,2025-10
T000287,D001,Benefits Question,High,2024-07-05,,3,Open,0,0.0,0,0,2024,7,2024-07
T000288,D011,Benefits Question,Critical,2025-01-24,2025-01-26,1,Closed,1,2.0,1,0,2025,1,2025-01
T000289,D012,IT Access,Low,2024-08-21,2024-08-24,7,Closed,1,3.0,0,1,2024,8,2024-08
T000290,D001,Payroll Issue,Medium,2026-04-01,2026-04-03,5,Closed,1,2.0,0,1,2026,4,2026-04
T000291,D006,Benefits Question,Critical,2024-07-20,2024-07-28,1,Closed,1,8.0,1,0,2024,7,2024-07
T000292,D010,Benefits Question,Low,2024-07-11,,7,In Progress,0,0.0,0,0,2024,7,2024-07
T000293,D006,Benefits Question,Medium,2025-03-16,2025-03-20,5,Closed,1,4.0,0,1,2025,3,2025-03
T000294,D002,Vendor Request,Critical,2026-01-20,2026-01-23,1,Closed,1,3.0,1,0,2026,1,2026-01
T000295,D008,Benefits Question,Critical,2025-06-26,2025-06-28,1,Closed,1,2.0,1,0,2025,6,2025-06
T000296,D012,Vendor Request,Critical,2025-02-14,2025-02-18,1,Closed,1,4.0,1,0,2025,2,2025-02
T000297,D011,Payroll Issue,Low,2025-07-13,2025-07-16,7,Closed,1,3.0,0,1,2025,7,2025-07
T000298,D003,System Support,Low,2024-07-10,2024-07-15,7,Closed,1,5.0,0,1,2024,7,2024-07
T000299,D003,IT Access,Critical,2025-08-06,2025-08-13,1,Closed,1,7.0,1,0,2025,8,2025-08
T000300,D008,Onboarding,Critical,2025-03-26,2025-03-29,1,Closed,1,3.0,1,0,2025,3,2025-03
T000301,D010,Vendor Request,High,2025-02-02,2025-02-05,3,Closed,1,3.0,0,1,2025,2,2025-02
T000302,D010,IT Access,Medium,2026-02-25,2026-03-03,5,Closed,1,6.0,1,0,2026,2,2026-02
T000303,D008,IT Access,Critical,2024-06-07,2024-06-15,1,Closed,1,8.0,1,0,2024,6,2024-06
T000304,D001,IT Access,High,2024-10-03,2024-10-07,3,Closed,1,4.0,1,0,2024,10,2024-10
T000305,D001,System Support,Medium,2024-08-21,2024-08-24,5,Closed,1,3.0,0,1,2024,8,2024-08
T000306,D011,Benefits Question,Low,2024-07-15,2024-07-15,7,Closed,1,0.0,0,1,2024,7,2024-07
T000307,D007,System Support,Medium,2024-12-30,2025-01-01,5,Closed,1,2.0,0,1,2024,12,2024-12
T000308,D008,Benefits Question,Critical,2024-12-18,2024-12-24,1,Closed,1,6.0,1,0,2024,12,2024-12
T000309,D003,Onboarding,Low,2026-01-07,2026-01-14,7,Closed,1,7.0,0,1,2026,1,2026-01
T000310,D011,Payroll Issue,Critical,2025-07-30,2025-08-04,1,Closed,1,5.0,1,0,2025,7,2025-07
T000311,D008,Payroll Issue,Low,2025-01-07,2025-01-11,7,Closed,1,4.0,0,1,2025,1,2025-01
T000312,D008,Benefits Question,Medium,2025-08-21,2025-08-24,5,Closed,1,3.0,0,1,2025,8,2025-08
T000313,D006,Benefits Question,Low,2025-08-27,2025-09-07,7,Closed,1,11.0,1,0,2025,8,2025-08
T000314,D009,Payroll Issue,Critical,2024-06-22,,1,In Progress,0,0.0,0,0,2024,6,2024-06
T000315,D007,Payroll Issue,Low,2024-07-18,2024-07-21,7,Closed,1,3.0,0,1,2024,7,2024-07
T000316,D008,Vendor Request,Critical,2024-07-09,2024-07-11,1,Closed,1,2.0,1,0,2024,7,2024-07
T000317,D002,Vendor Request,Critical,2025-12-23,2025-12-25,1,Closed,1,2.0,1,0,2025,12,2025-12
T000318,D006,IT Access,Critical,2026-04-25,2026-04-28,1,Closed,1,3.0,1,0,2026,4,2026-04
T000319,D002,Vendor Request,Critical,2025-08-14,2025-08-15,1,Closed,1,1.0,0,1,2025,8,2025-08
T000320,D001,Onboarding,Low,2025-07-09,2025-07-11,7,Closed,1,2.0,0,1,2025,7,2025-07
T000321,D010,Onboarding,High,2024-06-23,2024-07-01,3,Closed,1,8.0,1,0,2024,6,2024-06
T000322,D009,Payroll Issue,Critical,2026-04-09,2026-04-12,1,Closed,1,3.0,1,0,2026,4,2026-04
T000323,D006,Benefits Question,Low,2025-03-10,2025-03-12,7,Closed,1,2.0,0,1,2025,3,2025-03
T000324,D004,Vendor Request,High,2026-02-03,2026-02-07,3,Closed,1,4.0,1,0,2026,2,2026-02
T000325,D009,Onboarding,Critical,2025-09-15,,1,Open,0,0.0,0,0,2025,9,2025-09
T000326,D012,Vendor Request,Low,2026-01-18,,7,Open,0,0.0,0,0,2026,1,2026-01
T000327,D002,System Support,Medium,2025-03-10,,5,Open,0,0.0,0,0,2025,3,2025-03
T000328,D001,Benefits Question,High,2024-08-06,2024-08-08,3,Closed,1,2.0,0,1,2024,8,2024-08
T000329,D011,Benefits Question,High,2024-12-26,2024-12-26,3,Closed,1,0.0,0,1,2024,12,2024-12
T000330,D012,IT Access,Low,2024-12-20,2024-12-26,7,Closed,1,6.0,0,1,2024,12,2024-12
T000331,D008,Payroll Issue,Critical,2026-05-21,2026-05-23,1,Closed,1,2.0,1,0,2026,5,2026-05
T000332,D002,Benefits Question,Medium,2025-11-11,2025-11-12,5,Closed,1,1.0,0,1,2025,11,2025-11
T000333,D004,IT Access,Critical,2025-07-19,2025-07-25,1,Closed,1,6.0,1,0,2025,7,2025-07
T000334,D008,Payroll Issue,High,2024-11-07,2024-11-08,3,Closed,1,1.0,0,1,2024,11,2024-11
T000335,D002,Vendor Request,Low,2024-09-07,,7,Open,0,0.0,0,0,2024,9,2024-09
T000336,D011,System Support,Low,2024-09-25,2024-09-30,7,Closed,1,5.0,0,1,2024,9,2024-09
T000337,D008,Vendor Request,Medium,2025-04-29,2025-04-29,5,Closed,1,0.0,0,1,2025,4,2025-04
T000338,D008,IT Access,Low,2025-06-30,2025-07-07,7,Closed,1,7.0,0,1,2025,6,2025-06
T000339,D007,Onboarding,Critical,2025-05-26,2025-05-31,1,Closed,1,5.0,1,0,2025,5,2025-05
T000340,D003,System Support,Medium,2026-04-21,2026-04-25,5,Closed,1,4.0,0,1,2026,4,2026-04
T000341,D012,Payroll Issue,Low,2024-10-31,2024-10-31,7,Closed,1,0.0,0,1,2024,10,2024-10
T000342,D007,System Support,High,2025-03-24,2025-03-26,3,Closed,1,2.0,0,1,2025,3,2025-03
T000343,D009,Vendor Request,Critical,2024-12-14,,1,Open,0,0.0,0,0,2024,12,2024-12
T000344,D010,System Support,Medium,2026-02-16,2026-02-18,5,Closed,1,2.0,0,1,2026,2,2026-02
T000345,D005,Vendor Request,High,2026-03-15,2026-03-16,3,Closed,1,1.0,0,1,2026,3,2026-03
T000346,D005,Vendor Request,Medium,2026-02-25,2026-03-02,5,Closed,1,5.0,0,1,2026,2,2026-02
T000347,D003,Vendor Request,High,2026-01-27,,3,Open,0,0.0,0,0,2026,1,2026-01
T000348,D012,Onboarding,High,2024-11-26,2024-12-04,3,Closed,1,8.0,1,0,2024,11,2024-11
T000349,D011,Payroll Issue,Medium,2024-06-27,2024-06-30,5,Closed,1,3.0,0,1,2024,6,2024-06
T000350,D004,Onboarding,High,2024-11-28,2024-12-01,3,Closed,1,3.0,0,1,2024,11,2024-11
T000351,D011,Payroll Issue,Medium,2025-11-11,2025-11-11,5,Closed,1,0.0,0,1,2025,11,2025-11
T000352,D009,Onboarding,High,2025-11-30,2025-12-03,3,Closed,1,3.0,0,1,2025,11,2025-11
T000353,D006,Onboarding,Critical,2024-06-20,2024-06-30,1,Closed,1,10.0,1,0,2024,6,2024-06
T000354,D010,System Support,Critical,2025-12-17,2025-12-18,1,Closed,1,1.0,0,1,2025,12,2025-12
T000355,D011,System Support,High,2026-03-03,2026-03-06,3,Closed,1,3.0,0,1,2026,3,2026-03
T000356,D007,IT Access,Low,2024-11-17,2024-11-21,7,Closed,1,4.0,0,1,2024,11,2024-11
T000357,D007,Payroll Issue,Low,2024-08-29,2024-08-31,7,Closed,1,2.0,0,1,2024,8,2024-08
T000358,D011,IT Access,Medium,2024-12-29,,5,In Progress,0,0.0,0,0,2024,12,2024-12
T000359,D003,Benefits Question,High,2025-03-30,2025-04-02,3,Closed,1,3.0,0,1,2025,3,2025-03
T000360,D003,IT Access,High,2025-01-11,2025-01-15,3,Closed,1,4.0,1,0,2025,1,2025-01
T000361,D009,IT Access,High,2025-01-26,2025-02-01,3,Closed,1,6.0,1,0,2025,1,2025-01
T000362,D002,Onboarding,Medium,2024-11-23,2024-11-29,5,Closed,1,6.0,1,0,2024,11,2024-11
T000363,D007,Payroll Issue,High,2026-05-12,2026-05-19,3,Closed,1,7.0,1,0,2026,5,2026-05
T000364,D012,System Support,Low,2026-04-27,2026-04-30,7,Closed,1,3.0,0,1,2026,4,2026-04
T000365,D007,Vendor Request,Critical,2024-11-08,2024-11-13,1,Closed,1,5.0,1,0,2024,11,2024-11
T000366,D011,Benefits Question,Low,2024-12-21,,7,In Progress,0,0.0,0,0,2024,12,2024-12
T000367,D001,System Support,High,2025-05-06,,3,In Progress,0,0.0,0,0,2025,5,2025-05
T000368,D004,Onboarding,Critical,2026-01-07,2026-01-11,1,Closed,1,4.0,1,0,2026,1,2026-01
T000369,D011,System Support,High,2025-07-13,2025-07-14,3,Closed,1,1.0,0,1,2025,7,2025-07
T000370,D010,Onboarding,Medium,2026-02-03,2026-02-07,5,Closed,1,4.0,0,1,2026,2,2026-02
T000371,D005,Vendor Request,Medium,2025-05-07,2025-05-08,5,Closed,1,1.0,0,1,2025,5,2025-05
T000372,D011,IT Access,Medium,2025-09-13,2025-09-17,5,Closed,1,4.0,0,1,2025,9,2025-09
T000373,D012,Onboarding,Low,2025-04-02,2025-04-09,7,Closed,1,7.0,0,1,2025,4,2025-04
T000374,D001,Vendor Request,High,2025-11-23,,3,Open,0,0.0,0,0,2025,11,2025-11
T000375,D009,Benefits Question,Medium,2025-08-30,2025-09-03,5,Closed,1,4.0,0,1,2025,8,2025-08
T000376,D003,Onboarding,High,2026-01-31,2026-02-01,3,Closed,1,1.0,0,1,2026,1,2026-01
T000377,D006,Vendor Request,Medium,2026-02-08,2026-02-10,5,Closed,1,2.0,0,1,2026,2,2026-02
T000378,D001,Payroll Issue,High,2026-03-02,2026-03-07,3,Closed,1,5.0,1,0,2026,3,2026-03
T000379,D010,IT Access,High,2024-11-27,2024-12-04,3,Closed,1,7.0,1,0,2024,11,2024-11
T000380,D010,Onboarding,High,2026-04-26,2026-05-01,3,Closed,1,5.0,1,0,2026,4,2026-04
T000381,D012,Benefits Question,Medium,2026-05-07,,5,In Progress,0,0.0,0,0,2026,5,2026-05
T000382,D003,Onboarding,Low,2024-12-05,2024-12-13,7,Closed,1,8.0,1,0,2024,12,2024-12
T000383,D003,Vendor Request,Critical,2025-01-25,,1,In Progress,0,0.0,0,0,2025,1,2025-01
T000384,D002,Benefits Question,Medium,2025-03-27,2025-03-30,5,Closed,1,3.0,0,1,2025,3,2025-03
T000385,D004,System Support,High,2024-09-02,2024-09-04,3,Closed,1,2.0,0,1,2024,9,2024-09
T000386,D006,Benefits Question,High,2024-10-22,,3,Open,0,0.0,0,0,2024,10,2024-10
T000387,D004,Onboarding,Critical,2024-08-07,2024-08-15,1,Closed,1,8.0,1,0,2024,8,2024-08
T000388,D011,IT Access,Low,2024-09-09,2024-09-16,7,Closed,1,7.0,0,1,2024,9,2024-09
T000389,D008,Payroll Issue,Medium,2024-10-20,,5,Open,0,0.0,0,0,2024,10,2024-10
T000390,D001,System Support,High,2025-02-13,2025-02-18,3,Closed,1,5.0,1,0,2025,2,2025-02
T000391,D007,IT Access,Critical,2024-12-20,2024-12-24,1,Closed,1,4.0,1,0,2024,12,2024-12
T000392,D009,System Support,High,2026-04-03,2026-04-03,3,Closed,1,0.0,0,1,2026,4,2026-04
T000393,D001,Onboarding,High,2024-12-20,2024-12-27,3,Closed,1,7.0,1,0,2024,12,2024-12
T000394,D009,Vendor Request,Critical,2025-08-03,2025-08-03,1,Closed,1,0.0,0,1,2025,8,2025-08
T000395,D001,Benefits Question,Medium,2026-02-02,2026-02-02,5,Closed,1,0.0,0,1,2026,2,2026-02
T000396,D006,Onboarding,Low,2025-08-04,2025-08-09,7,Closed,1,5.0,0,1,2025,8,2025-08
T000397,D003,Onboarding,Low,2024-10-09,2024-10-11,7,Closed,1,2.0,0,1,2024,10,2024-10
T000398,D004,System Support,Medium,2025-08-01,2025-08-02,5,Closed,1,1.0,0,1,2025,8,2025-08
T000399,D011,Vendor Request,Low,2026-03-18,2026-03-22,7,Closed,1,4.0,0,1,2026,3,2026-03
T000400,D004,Onboarding,Critical,2024-10-13,2024-10-18,1,Closed,1,5.0,1,0,2024,10,2024-10
T000401,D012,System Support,Medium,2024-07-05,2024-07-10,5,Closed,1,5.0,0,1,2024,7,2024-07
T000402,D001,Vendor Request,High,2025-04-11,2025-04-12,3,Closed,1,1.0,0,1,2025,4,2025-04
T000403,D001,IT Access,Low,2026-05-05,2026-05-07,7,Closed,1,2.0,0,1,2026,5,2026-05
T000404,D003,Benefits Question,Low,2025-12-15,2025-12-16,7,Closed,1,1.0,0,1,2025,12,2025-12
T000405,D010,Payroll Issue,High,2026-05-26,2026-05-29,3,Closed,1,3.0,0,1,2026,5,2026-05
T000406,D007,Vendor Request,Critical,2024-12-05,2024-12-07,1,Closed,1,2.0,1,0,2024,12,2024-12
T000407,D011,Vendor Request,Critical,2025-08-14,2025-08-16,1,Closed,1,2.0,1,0,2025,8,2025-08
T000408,D006,IT Access,Critical,2025-10-31,2025-11-04,1,Closed,1,4.0,1,0,2025,10,2025-10
T000409,D009,IT Access,Low,2025-06-01,2025-06-11,7,Closed,1,10.0,1,0,2025,6,2025-06
T000410,D001,System Support,Low,2024-07-24,,7,In Progress,0,0.0,0,0,2024,7,2024-07
T000411,D006,Onboarding,Low,2026-01-29,2026-02-03,7,Closed,1,5.0,0,1,2026,1,2026-01
T000412,D011,Benefits Question,Low,2025-09-18,2025-09-22,7,Closed,1,4.0,0,1,2025,9,2025-09
T000413,D005,Vendor Request,Critical,2025-02-19,2025-02-23,1,Closed,1,4.0,1,0,2025,2,2025-02
T000414,D007,System Support,Low,2025-08-30,2025-09-03,7,Closed,1,4.0,0,1,2025,8,2025-08
T000415,D008,Payroll Issue,Medium,2025-10-19,2025-10-24,5,Closed,1,5.0,0,1,2025,10,2025-10
T000416,D003,System Support,Critical,2025-07-12,2025-07-16,1,Closed,1,4.0,1,0,2025,7,2025-07
T000417,D009,Benefits Question,Medium,2025-09-07,,5,In Progress,0,0.0,0,0,2025,9,2025-09
T000418,D005,System Support,High,2024-11-07,2024-11-09,3,Closed,1,2.0,0,1,2024,11,2024-11
T000419,D001,Onboarding,Medium,2025-08-09,2025-08-13,5,Closed,1,4.0,0,1,2025,8,2025-08
T000420,D001,IT Access,Critical,2025-01-09,2025-01-18,1,Closed,1,9.0,1,0,2025,1,2025-01
T000421,D009,IT Access,High,2026-03-30,,3,Open,0,0.0,0,0,2026,3,2026-03
T000422,D012,System Support,High,2026-04-11,,3,Open,0,0.0,0,0,2026,4,2026-04
T000423,D004,Vendor Request,Medium,2025-06-07,,5,In Progress,0,0.0,0,0,2025,6,2025-06
T000424,D003,Payroll Issue,Medium,2025-05-22,2025-05-22,5,Closed,1,0.0,0,1,2025,5,2025-05
T000425,D010,Benefits Question,Medium,2025-09-04,2025-09-07,5,Closed,1,3.0,0,1,2025,9,2025-09
T000426,D002,Payroll Issue,Low,2025-07-26,2025-07-30,7,Closed,1,4.0,0,1,2025,7,2025-07
T000427,D009,Vendor Request,Low,2024-11-11,2024-11-14,7,Closed,1,3.0,0,1,2024,11,2024-11
T000428,D005,System Support,Low,2024-11-21,2024-11-24,7,Closed,1,3.0,0,1,2024,11,2024-11
T000429,D005,IT Access,Medium,2025-10-30,2025-11-10,5,Closed,1,11.0,1,0,2025,10,2025-10
T000430,D008,Benefits Question,High,2025-09-25,2025-09-28,3,Closed,1,3.0,0,1,2025,9,2025-09
T000431,D003,System Support,Medium,2026-03-15,2026-03-19,5,Closed,1,4.0,0,1,2026,3,2026-03
T000432,D002,Benefits Question,Low,2026-04-02,2026-04-06,7,Closed,1,4.0,0,1,2026,4,2026-04
T000433,D004,Benefits Question,Critical,2024-12-15,2024-12-19,1,Closed,1,4.0,1,0,2024,12,2024-12
T000434,D008,Benefits Question,High,2024-12-07,2024-12-11,3,Closed,1,4.0,1,0,2024,12,2024-12
T000435,D012,Onboarding,Medium,2025-08-20,2025-08-28,5,Closed,1,8.0,1,0,2025,8,2025-08
T000436,D010,Benefits Question,High,2024-10-26,2024-10-29,3,Closed,1,3.0,0,1,2024,10,2024-10
T000437,D007,Payroll Issue,Low,2024-12-14,2024-12-17,7,Closed,1,3.0,0,1,2024,12,2024-12
T000438,D006,Payroll Issue,Medium,2026-05-29,2026-06-04,5,Closed,1,6.0,1,0,2026,5,2026-05
T000439,D012,System Support,Critical,2024-09-11,2024-09-13,1,Closed,1,2.0,1,0,2024,9,2024-09
T000440,D005,Benefits Question,Medium,2025-05-01,,5,In Progress,0,0.0,0,0,2025,5,2025-05
T000441,D011,System Support,High,2025-12-14,,3,In Progress,0,0.0,0,0,2025,12,2025-12
T000442,D008,Vendor Request,Critical,2025-07-18,2025-07-21,1,Closed,1,3.0,1,0,2025,7,2025-07
T000443,D006,Benefits Question,Critical,2025-05-03,,1,In Progress,0,0.0,0,0,2025,5,2025-05
T000444,D009,IT Access,Medium,2025-01-18,2025-01-26,5,Closed,1,8.0,1,0,2025,1,2025-01
T000445,D002,Benefits Question,Medium,2024-11-08,,5,In Progress,0,0.0,0,0,2024,11,2024-11
T000446,D009,Payroll Issue,High,2026-05-02,2026-05-05,3,Closed,1,3.0,0,1,2026,5,2026-05
T000447,D012,System Support,Low,2025-06-25,,7,Open,0,0.0,0,0,2025,6,2025-06
T000448,D012,IT Access,Low,2024-09-11,,7,Open,0,0.0,0,0,2024,9,2024-09
T000449,D011,IT Access,Critical,2026-03-25,,1,In Progress,0,0.0,0,0,2026,3,2026-03
T000450,D004,IT Access,High,2024-06-20,2024-06-28,3,Closed,1,8.0,1,0,2024,6,2024-06
T000451,D009,Vendor Request,Medium,2025-07-21,2025-07-24,5,Closed,1,3.0,0,1,2025,7,2025-07
T000452,D006,Vendor Request,Medium,2024-09-10,,5,Open,0,0.0,0,0,2024,9,2024-09
T000453,D010,System Support,High,2024-07-29,2024-07-29,3,Closed,1,0.0,0,1,2024,7,2024-07
T000454,D003,Vendor Request,Low,2024-11-21,2024-11-28,7,Closed,1,7.0,0,1,2024,11,2024-11
T000455,D007,Benefits Question,Low,2025-10-03,2025-10-05,7,Closed,1,2.0,0,1,2025,10,2025-10
T000456,D011,Payroll Issue,Medium,2024-11-30,,5,Open,0,0.0,0,0,2024,11,2024-11
T000457,D009,Payroll Issue,Critical,2024-07-12,2024-07-14,1,Closed,1,2.0,1,0,2024,7,2024-07
T000458,D003,Payroll Issue,Medium,2026-05-07,2026-05-09,5,Closed,1,2.0,0,1,2026,5,2026-05
T000459,D012,System Support,Critical,2024-10-31,2024-11-01,1,Closed,1,1.0,0,1,2024,10,2024-10
T000460,D006,IT Access,Medium,2025-06-02,2025-06-09,5,Closed,1,7.0,1,0,2025,6,2025-06
T000461,D004,IT Access,High,2025-08-23,,3,In Progress,0,0.0,0,0,2025,8,2025-08
T000462,D004,IT Access,Medium,2026-01-05,2026-01-12,5,Closed,1,7.0,1,0,2026,1,2026-01
T000463,D006,Vendor Request,Critical,2024-10-13,2024-10-16,1,Closed,1,3.0,1,0,2024,10,2024-10
T000464,D008,IT Access,Low,2026-03-17,,7,Open,0,0.0,0,0,2026,3,2026-03
T000465,D002,System Support,High,2025-04-04,2025-04-06,3,Closed,1,2.0,0,1,2025,4,2025-04
T000466,D012,Benefits Question,Medium,2025-10-09,2025-10-11,5,Closed,1,2.0,0,1,2025,10,2025-10
T000467,D007,System Support,Critical,2025-08-07,2025-08-10,1,Closed,1,3.0,1,0,2025,8,2025-08
T000468,D006,Onboarding,Low,2025-06-16,,7,In Progress,0,0.0,0,0,2025,6,2025-06
T000469,D005,Vendor Request,Medium,2025-05-03,2025-05-05,5,Closed,1,2.0,0,1,2025,5,2025-05
T000470,D009,Vendor Request,High,2025-11-06,,3,Open,0,0.0,0,0,2025,11,2025-11
T000471,D006,Vendor Request,Critical,2025-03-29,2025-04-01,1,Closed,1,3.0,1,0,2025,3,2025-03
T000472,D010,IT Access,Medium,2025-05-18,2025-05-23,5,Closed,1,5.0,0,1,2025,5,2025-05
T000473,D003,Payroll Issue,Low,2024-07-22,,7,In Progress,0,0.0,0,0,2024,7,2024-07
T000474,D009,System Support,High,2024-11-05,,3,Open,0,0.0,0,0,2024,11,2024-11
T000475,D004,Payroll Issue,Medium,2025-02-04,2025-02-06,5,Closed,1,2.0,0,1,2025,2,2025-02
T000476,D003,Benefits Question,Low,2026-01-06,2026-01-09,7,Closed,1,3.0,0,1,2026,1,2026-01
T000477,D011,Payroll Issue,Critical,2025-11-09,2025-11-14,1,Closed,1,5.0,1,0,2025,11,2025-11
T000478,D006,System Support,Low,2026-01-24,2026-01-27,7,Closed,1,3.0,0,1,2026,1,2026-01
T000479,D008,System Support,Critical,2025-05-26,2025-06-02,1,Closed,1,7.0,1,0,2025,5,2025-05
T000480,D008,Payroll Issue,Medium,2026-03-26,,5,Open,0,0.0,0,0,2026,3,2026-03
T000481,D011,Vendor Request,Low,2025-03-01,2025-03-04,7,Closed,1,3.0,0,1,2025,3,2025-03
T000482,D004,IT Access,Medium,2025-12-10,2025-12-18,5,Closed,1,8.0,1,0,2025,12,2025-12
T000483,D010,Payroll Issue,Medium,2024-09-09,2024-09-11,5,Closed,1,2.0,0,1,2024,9,2024-09
T000484,D011,Onboarding,Low,2024-07-10,2024-07-18,7,Closed,1,8.0,1,0,2024,7,2024-07
T000485,D003,IT Access,Medium,2025-10-09,2025-10-14,5,Closed,1,5.0,0,1,2025,10,2025-10
T000486,D003,Onboarding,Critical,2025-03-23,2025-04-02,1,Closed,1,10.0,1,0,2025,3,2025-03
T000487,D010,System Support,Low,2024-09-10,2024-09-13,7,Closed,1,3.0,0,1,2024,9,2024-09
T000488,D012,System Support,High,2024-09-07,2024-09-10,3,Closed,1,3.0,0,1,2024,9,2024-09
T000489,D002,Payroll Issue,Critical,2025-09-23,2025-09-28,1,Closed,1,5.0,1,0,2025,9,2025-09
T000490,D010,Vendor Request,Critical,2025-12-13,2025-12-14,1,Closed,1,1.0,0,1,2025,12,2025-12
T000491,D003,Payroll Issue,Critical,2025-12-25,,1,Open,0,0.0,0,0,2025,12,2025-12
T000492,D010,Payroll Issue,Medium,2024-11-22,2024-11-25,5,Closed,1,3.0,0,1,2024,11,2024-11
T000493,D010,System Support,High,2026-01-25,2026-01-27,3,Closed,1,2.0,0,1,2026,1,2026-01
T000494,D003,System Support,High,2025-09-29,2025-10-03,3,Closed,1,4.0,1,0,2025,9,2025-09
T000495,D008,Onboarding,Low,2025-01-12,2025-01-17,7,Closed,1,5.0,0,1,2025,1,2025-01
T000496,D007,Vendor Request,Medium,2025-12-13,2025-12-19,5,Closed,1,6.0,1,0,2025,12,2025-12
T000497,D002,IT Access,Medium,2025-01-03,2025-01-13,5,Closed,1,10.0,1,0,2025,1,2025-01
T000498,D009,System Support,Critical,2025-03-31,2025-04-02,1,Closed,1,2.0,1,0,2025,3,2025-03
T000499,D003,Onboarding,Low,2026-03-01,2026-03-07,7,Closed,1,6.0,0,1,2026,3,2026-03
T000500,D008,Onboarding,Low,2025-08-26,2025-09-01,7,Closed,1,6.0,0,1,2025,8,2025-08
T000501,D009,IT Access,Low,2025-05-11,2025-05-16,7,Closed,1,5.0,0,1,2025,5,2025-05
T000502,D011,Payroll Issue,Low,2026-03-16,2026-03-19,7,Closed,1,3.0,0,1,2026,3,2026-03
